sample,mass,salinity,Sample.ID,Type, Notes
20190626_H1_T1,59.4537,29.66,H1_T1,head.tank,
20190626_H1_T2,59.702,29.64,H1_T2,head.tank,
20190626_H1_T3,59.7687,29.66,H1_T3,tray,
20190626_H1_T4,59.7676,29.61,H1_T4,tray,
20190626_H1_T5,59.9624,29.66,H1_T5,tray,
20190626_H1_T6,59.0744,29.61,H1_T6,tray,
20190626_H1_T7,59.9046,29.61,H1_T7,tray,
20190626_H1_T8,59.6072,29.61,H1_T8,tray,
20190626_H2_bottom,59.0845,29.64,H2_bottom,tray,
