sample,mass,salinity,Sample.ID,Type, Notes
20190812_12,59.6854,29.42,12,tank,
20190812_16,59.5989,29.28,16,tank,
20190812_45,59.7104,29.28,45,tank,
20190812_42,59.3663,29.15,42,tank,
20190812_66,59.8116,29.2,66,tank,
20190812_33,59.718,29.23,33,tank,
20190812_36,59.7197,29.28,36,tank,
20190812_21,59.9195,29.3,21,tank,
20190812_24,59.5674,29.33,24,tank,
