sample,mass,salinity,Sample.ID,Type, Notes
20190703_JUNK,59.0425,28,JUNK,JUNK,
20190703_CRM1,59.1688,33.623,CRM1,CRM,Bottle #180-0643; TA = 2224.47
20190703_CRM2,59.0885,33.623,CRM2,CRM,Bottle #180-0643; TA = 2224.47
