"Sample.ID","TA","Mass"
"20190703_H1_T1",1995.76693172837,59.6493
"20190703_H1_T2",1978.43106259139,59.5656
"20190703_H1_T3",1991.04404405252,59.3391
"20190703_H1_T4",2024.1528767752,59.267
"20190703_H1_T5",1995.36531221466,59.9062
"20190703_H1_T6",1984.32235284328,59.8702
"20190703_H1_T7",2021.89472727271,59.4575
"20190703_H1_T8",2018.71737279639,59.3539
"20190703_H2_T2",1986.67000040727,59.2635
