"Date","Tank","Treatment","Salinity","Temperature","pH","CO2","pCO2","HCO3","CO3","DIC","TA","Aragonite.Sat"
20190626,"20190626_H1_T1","tray.Elevated",29.66,15.8744,7.21525938742564,107.934011016782,2881.82318848024,1974.02496979523,21.86773932294,2103.82672013495,2028.339569,0.343021600777517
20190626,"20190626_H1_T2","tray.Ambient",29.64,15.3913,7.7281424323376,31.5679561118093,830.598723479134,1859.38152851454,65.8330867502121,1956.78257137656,2023.227071,1.03102711562637
20190626,"20190626_H1_T3","tray.Elevated",29.66,15.7188,7.21674379175964,107.352185492982,2852.93951162185,1963.03813501175,21.6909334497574,2092.08125395449,2016.98614,0.340065590341629
20190626,"20190626_H1_T4","tray.Ambient",29.61,15.3904,7.82596466470147,25.0108532630339,657.943339086482,1844.68327693073,81.746637578028,1951.44076777179,2047.59655,1.28035847166522
20190626,"20190626_H1_T5","tray.Elevated",29.66,15.8691,7.20659118198676,109.359410823209,2919.41798196015,1960.33001326307,21.2825749869837,2090.97199907327,2013.265931,0.3338364672203
20190626,"20190626_H1_T6","tray.Ambient",29.61,15.3833,7.81556728744464,25.4578130606096,669.557574836781,1832.92736368056,79.2825728229204,1937.66774956409,2030.066188,1.24173529008876
20190626,"20190626_H1_T7","tray.Elevated",29.61,15.7869,7.29458513877267,90.13626729063,2399.64798692839,1973.81341870198,26.1258866305373,2090.07557262315,2038.662373,0.409751388245492
20190626,"20190626_H1_T8","tray.Ambient",29.61,15.3722,7.88207289657893,21.663242322494,569.566494575379,1817.36021431274,91.578654708482,1930.60211134372,2044.72442,1.4342647018104
20190626,"20190626_H2_T3","tray.Ambient",29.64,15.6145,7.69943879153213,33.7293988316699,893.462877619673,1869.2964723323,62.4834499161862,1965.50932108015,2024.736683,0.979308530783515
20190703,"20190703_H1_T1","tray.Elevated",29.53,17.1586,7.19492819205613,108.235483459229,2999.78790004023,1942.3567188363,21.4916678305628,2072.08387012609,1995.766932,0.338821851987552
20190703,"20190703_H1_T2","tray.Ambient",29.49,16.9018,7.70796394472733,31.2634781911136,859.772421438857,1816.87205498688,64.8052002371391,1912.94073341514,1978.431063,1.02081625750203
20190703,"20190703_H1_T3","tray.Elevated",29.49,16.9215,7.17089644164337,114.97894845428,3163.88178228784,1941.02646222447,20.1175552687269,2076.12296594748,1991.044044,0.316916370346254
20190703,"20190703_H1_T4","tray.Ambient",29.43,16.664,7.90344554517229,19.6429378976467,536.243267309498,1779.69996205674,98.5161894694849,1897.85908942388,2024.152877,1.5507514794291
20190703,"20190703_H1_T5","tray.Elevated",29.51,16.9605,7.1844635383915,111.467747711587,3071.12251902084,1943.60326987351,20.825097528484,2075.89611511358,1995.365312,0.328090157239319
20190703,"20190703_H1_T6","tray.Ambient",29.48,16.9082,7.72527290884158,30.0323574662016,826.025374733273,1816.35493821985,67.4200524431383,1913.80734812919,1984.322353,1.0620627944444
20190703,"20190703_H1_T7","tray.Elevated",29.51,16.967,7.23825986586683,99.4413798723231,2740.29608415643,1962.84349338636,23.8105196842905,2086.09539294297,2021.894727,0.375133225064753
20190703,"20190703_H1_T8","tray.Ambient",29.4,16.8606,7.88043047056312,20.6837667331396,567.848467237777,1784.63236048832,94.3216169396057,1899.63774416106,2018.717373,1.4859339098155
20190703,"20190703_H2_T2","tray.Ambient",29.43,16.5617,7.78627935788538,26.0521842591983,709.064047915491,1798.07370114546,75.7021571739545,1899.82804257861,1986.67,1.19118831510761
20190709,"20190709_H1_T1","tray.Elevated",29.08,16.9942,7.23154780272489,101.113390882063,2781.98581100503,1957.1122494505,23.1422144697414,2081.3678548023,2014.43409,0.365103864241834
20190709,"20190709_H1_T2","tray.Ambient",28.99,16.1984,7.63712411126173,39.155830292906,1051.69717109487,1891.80457071989,55.0868002420379,1986.04720125484,2028.289303,0.866734656428466
20190709,"20190709_H1_T3","tray.Elevated",29.02,16.777,7.24206972434317,99.0855844848923,2707.90799758306,1953.94560829034,23.4398203496931,2076.47101312493,2012.024627,0.36955941394589
20190709,"20190709_H1_T4","tray.Ambient",29.02,16.2048,7.65273680267747,37.6094475502563,1010.52332808099,1884.51399685671,56.9414530135462,1979.06489742052,2025.646649,0.895863332516038
20190709,"20190709_H1_T5","tray.Elevated",29.04,16.6968,7.24100951203288,100.077711377541,2728.85324624073,1965.55796462985,23.4620627841693,2089.09773879156,2023.638955,0.369778364440731
20190709,"20190709_H1_T6","tray.Ambient",29.02,16.1299,7.67089837160759,36.2354008082789,971.431249108146,1889.95226951137,59.3743470405384,1985.56201736019,2036.96873,0.933886938647005
20190709,"20190709_H1_T7","tray.Elevated",29.07,16.7727,7.10651745068972,133.857629063637,3658.75358646353,1932.82992467938,16.9893453988667,2083.67689914188,1975.039348,0.267817136726276
20190709,"20190709_H1_T8","tray.Ambient",29.04,16.186,7.68427560753185,34.9043202450589,937.417894347352,1880.31464581201,61.0818998709214,1976.30086592799,2031.636891,0.96088723512402
20190709,"20190709_H2_T2","tray.Ambient",29.06,16.2024,7.62489262940891,40.062881919078,1076.60664394524,1883.52374564458,53.4278904928589,1977.01451805652,2016.096423,0.84048489092968
20190709,"20190709_T0","Ambient.headtank",29.01,16.4331,7.82277816360458,24.8902424565238,673.292339244771,1854.35268158491,83.5863127971963,1962.82923683863,2060.724459,1.31620192412257
20190709,"20190709_T1","Severe.headtank",29.08,16.3999,6.99984344195651,181.054762344288,4894.76698660226,2027.91436100773,13.7498501095998,2222.71897346162,2061.759735,0.216445316574925
20190709,"20190709_T1_tank","Severe.headtank",29.08,17.2165,7.0161893230662,171.59658742054,4752.16067749018,2032.98287397471,14.7651156312936,2219.34457702655,2069.272116,0.23313976339691
20190709,"20190709_T2","Moderate.headtank",28.99,16.3635,7.24208830246916,102.42351602514,2764.59542814732,2000.25382421298,23.6025249901616,2126.27986522828,2058.506974,0.371585454423799
20190709,"20190709_T2_tank","Moderate.headtank",28.99,17.205,7.23150796745257,104.88927916162,2902.34197267743,2037.62642986659,24.2292484450871,2166.7449574733,2097.142046,0.382659844511161
20190714,"20190714_1","tank.Moderate",29.07,16.5,7.26121893671409,97.8221893226351,2652.29529967163,2004.45374619657,24.8980717296794,2127.17400724888,2065.878334,0.392091744218043
20190714,"20190714_10","tank.Moderate",29.17,16.5,7.22641988396001,106.188397312279,2880.73019944635,2010.57949607708,23.111036230256,2139.87892961962,2067.599938,0.363847444221855
20190714,"20190714_11","tank.Moderate",29.16,16.5,7.23685959978623,103.632693543344,2811.24129489973,2009.70508485989,23.6568852079447,2136.99466361117,2068.070868,0.372451523590204
20190714,"20190714_12","tank.Moderate",29.07,16.5,7.23511964714853,103.596161741397,2808.84923924966,1998.95508608607,23.3815566451114,2125.93280447258,2056.67913,0.368209852837175
20190714,"20190714_13","tank.Severe",29.19,16.5,7.00022604105851,180.323399322396,4892.48118666495,2028.61234781243,13.8588958480598,2222.79464298289,2062.735062,0.218174468320414
20190714,"20190714_14","tank.Severe",29.18,16.5,7.00196599369621,179.469613408542,4869.04628230591,2026.88706449382,13.8990930108501,2220.25577091321,2061.113439,0.218813479559108
20190714,"20190714_15","tank.Severe",29.18,16.5,6.9967461357831,181.767648208276,4931.39362996506,2028.31477381862,13.7427107633669,2223.82513279027,2062.149503,0.216351553181152
20190714,"20190714_16","tank.Severe",29.16,16.5,6.98978632523229,184.856824424032,5014.64952444279,2029.54067122762,13.5253874702119,2227.92288312186,2062.830827,0.212942284081274
20190714,"20190714_17","tank.Severe",29.18,16.5,7.00022604105851,180.186820478472,4888.50462603011,2026.85039079348,13.843268757618,2220.88048002957,2060.938726,0.217934638106362
20190714,"20190714_18","tank.Severe",29.18,16.5,7.01936552007325,172.151318002306,4670.49583308305,2023.71104580371,14.4445806693235,2210.30694447534,2059.29774,0.227401094054093
20190714,"20190714_19","tank.Severe",29.17,16.5,7.00544589897162,178.325386285539,4837.73452404745,2029.94079568619,14.0283811064941,2222.29456307822,2064.47566,0.220855117066791
20190714,"20190714_2","tank.Moderate",29.12,16.5,7.23685959978623,103.303484798514,2801.68974513672,2002.42782532436,23.5467657493872,2129.27807587226,2060.55215,0.370759611786043
20190714,"20190714_20","tank.Severe",29.18,16.5,6.99848608842081,180.741841656288,4903.56275186929,2024.96453596682,13.7750894126554,2219.48146703576,2058.890219,0.216861290392689
20190714,"20190714_21","tank.Severe",29.18,16.5,7.00022604105851,180.614072191053,4900.09627374172,2031.65637659374,13.87609335749,2226.14654214228,2065.810361,0.218451395919805
20190714,"20190714_22","tank.Severe",29.16,16.5,6.9950061831454,182.116808118199,4940.3190909871,2023.63488988649,13.6490986631366,2219.40079666782,2057.25012,0.214889980148823
20190714,"20190714_23","tank.Severe",29.2,16.5,7.01762556743555,173.155876599906,4698.27080886638,2027.83224818348,14.4236011467571,2215.41172593015,2063.356099,0.227057926293323
20190714,"20190714_24","tank.Severe",29.19,16.5,7.00544589897162,178.325774817795,4838.28119956075,2030.3969691262,14.0388127265921,2222.76155667058,2064.95902,0.221006820171962
20190714,"20190714_25","tank.Ambient",29.16,16.5,7.70142695405316,33.6600061570692,913.087259432232,1902.46681712399,65.269408354385,2001.39623163544,2063.686489,1.02759473074071
20190714,"20190714_26","tank.Ambient",29.18,16.5,7.72230638570561,31.9570352411919,866.987070775457,1895.59475051596,68.2720273463087,1995.82381310346,2064.234453,1.07480681282862
20190714,"20190714_27","tank.Ambient",29.18,16.5,7.72752624361872,31.5830996078398,856.842248148907,1896.06675564639,69.114756727805,1996.76461198203,2066.74715,1.08807390501571
20190714,"20190714_28","tank.Ambient",29.15,16.5,7.74318581735806,30.4669629646766,826.424236132486,1895.5818884096,71.578290688459,1997.62714206273,2072.22943,1.12695294150284
20190714,"20190714_29","tank.Ambient",29.21,16.5,7.73796595944495,30.7178709963574,833.50725396695,1889.62034331382,70.6104844208781,1990.94869873106,2064.059855,1.11152645696251
20190714,"20190714_3","tank.Moderate",29.09,16.5,7.22989978923542,105.002254244115,2847.28919200725,2002.32806921246,23.153222834923,2130.4835462915,2059.476778,0.364593695119197
20190714,"20190714_30","tank.Ambient",29.19,16.5,7.74492576999576,30.1044755762431,816.772642450207,1881.38541934787,71.4014562202668,1982.89135114438,2057.864818,1.12404154839947
20190714,"20190714_31","tank.Ambient",29.19,16.5,7.73622600680724,30.845546312835,836.878898699701,1889.46743457432,70.2860186232697,1990.59899951043,2063.105755,1.10648170760569
20190714,"20190714_32","tank.Ambient",29.19,16.5,7.72230638570561,31.888226325974,865.168229922999,1891.72362349525,68.1502727443127,1991.76212256554,2060.134837,1.07285960475439
20190714,"20190714_33","tank.Ambient",29.12,16.5,7.75014562790887,29.8079158330128,808.412967465351,1883.90734262075,72.230389826563,1985.94564828032,2062.304344,1.13731590895654
20190714,"20190714_34","tank.Ambient",29.17,16.5,7.73970591208265,30.576848007629,829.496821990439,1887.6563170578,70.7468524922486,1988.98001755768,2062.428058,1.11379953757098
20190714,"20190714_35","tank.Ambient",29.18,16.5,7.7188264804302,32.1914643320882,873.347100385247,1894.26110904202,67.6795152979701,1994.13208867208,2061.480922,1.06547889316678
20190714,"20190714_36","tank.Ambient",29.2,16.5,7.73274610153183,31.1235610854274,844.468606925856,1891.49242410511,69.8179060383488,1992.43389122888,2063.968586,1.09908120738445
20190714,"20190714_4","tank.Moderate",29.11,16.5,7.25077922088787,100.090501254776,2714.39921050583,2003.11515030264,24.3157216189362,2127.52137317635,2063.12544,0.382878092062153
20190714,"20190714_5","tank.Moderate",29.14,16.5,7.25947898407638,98.1318603072205,2661.72379830944,2004.32518986644,24.8420496409579,2127.29909981461,2065.63109,0.391132706068247
20190714,"20190714_6","tank.Moderate",29.13,16.5,7.25599907880098,99.0281663368531,2685.88659223189,2006.26622473287,24.6612551350361,2129.95564620476,2067.11388,0.38829707224914
20190714,"20190714_7","tank.Moderate",29.15,16.5,7.25251917352557,99.7884951943797,2706.80873577099,2005.98284929904,24.4736837811521,2130.24502827457,2066.375939,0.385321997232699
20190714,"20190714_8","tank.Moderate",29.18,16.5,7.24207945769935,102.03260967719,2768.14212847241,2003.0467353905,23.8759937518112,2128.9553388195,2061.993064,0.375879869764667
20190714,"20190714_9","tank.Moderate",29.18,16.5,7.21250026285838,109.50542393089,2970.88175976601,2008.20721804276,22.3614366953049,2140.07407866895,2063.397072,0.352036191672417
20190716,"20190716_11","tank.Moderate",29.11,16.915,7.15936778559601,121.561048226457,3337.34924336263,1989.70831812235,19.8805182816046,2131.14988463041,2038.822972,0.313524829866235
20190716,"20190716_14","tank.Severe",29.14,16.959,6.99577623800654,178.04780618804,4895.31696774184,2002.24649982309,13.7603653477452,2194.05467135888,2036.177478,0.217024495723475
20190716,"20190716_16","tank.Severe",29.13,16.985,6.95566468374429,195.663907389928,5383.48906023868,2007.18246493166,12.5864944708741,2215.43286679246,2038.184094,0.198535757264711
20190716,"20190716_23","tank.Severe",29.14,17.014,6.95201699117877,197.275638650076,5432.76426675034,2008.3287872329,12.505385838202,2218.10981172118,2039.125452,0.197272303856404
20190716,"20190716_26","tank.Ambient",29.01,16.984,7.79292881007625,26.1447620291985,718.835068167869,1841.3327017825,79.130406228115,1946.60787003981,2037.008207,1.24860436631178
20190716,"20190716_28","tank.Ambient",29.14,16.997,7.78586542903436,26.5389255364415,730.475643317379,1842.15587773847,78.1908841878925,1946.8856874628,2035.645267,1.23338091988295
20190716,"20190716_32","tank.Ambient",29.14,17.007,7.77361844466366,27.3592914426958,753.27741290388,1846.71126332204,76.2337076205971,1950.30426238533,2035.362215,1.20255393417179
20190716,"20190716_5","tank.Moderate",29.09,16.883,7.17869638125316,115.993124823007,3181.13385375881,1983.09858794843,20.6802811834411,2119.77199395488,2034.217355,0.326116828064402
20190716,"20190716_7","tank.Moderate",29.09,16.933,7.16619661684466,119.470948050217,3281.34238756488,1986.85394621265,20.1699617160646,2126.49485597893,2036.690927,0.318129296405322
20190716,"20190716_H1_T1","tray.Elevated",29.17,17.412,7.28265713128791,85.9184244662066,2394.21039654322,1890.26138621076,25.6055481720641,2001.78535884903,1954.069211,0.404506840604316
20190716,"20190716_H1_T2","tray.Ambient",29.15,17.403,7.60361215165479,39.9058436811572,1111.59968068668,1837.56505258234,52.0758243729264,1929.54672063642,1967.243879,0.822694384446735
20190716,"20190716_H1_T3","tray.Elevated",29.16,17.433,7.25475753117132,92.8635406301521,2589.1890518879,1916.62538937421,24.3603550991018,2033.84928510347,1977.175867,0.384878399571285
20190716,"20190716_H1_T6","tray.Ambient",29.17,16.904,7.69286293196174,32.2902701813057,886.498628255776,1806.10993312814,61.7123361348911,1900.11253944433,1960.021869,0.973023366666651
20190717,"20190717_1","tank.Moderate",28.78,16.86,7.19738303352376,111.926648743687,3062.27708278772,1989.71394138507,21.4684549242735,2123.10904505303,2042.67574,0.338809817484438
20190717,"20190717_19","tank.Severe",29.12,16.897,6.95212226948443,198.27551482933,5440.93711505296,2013.21486797485,12.4766510522713,2223.96703385645,2043.929453,0.19674349833233
20190717,"20190717_22","tank.Severe",29.11,16.88,6.95049118230429,200.207788047635,5490.90862449194,2024.20893558331,12.4864292380486,2236.903152869,2054.914852,0.19689074510073
20190717,"20190717_24","tank.Severe",29.1,16.888,6.94522819696389,201.386638347245,5524.23691541708,2011.74159203464,12.2605976386582,2225.38882802055,2041.92255,0.193341094259492
20190717,"20190717_3","tank.Moderate",29.05,16.886,7.17287113401147,118.161588747672,3240.17513355018,1992.50001718674,20.4825188900988,2131.14412482451,2043.07635,0.323038663862131
20190717,"20190717_31","tank.Ambient",29.09,16.926,7.79979037126257,25.840597520286,709.57438724875,1848.12430794944,80.6767378465426,1954.64164331627,2047.509971,1.27243454587483
20190717,"20190717_34","tank.Ambient",29.1,16.927,7.80325596170397,25.5094848486827,700.541441329611,1839.30708948568,80.95922271659,1945.77579705096,2039.550706,1.27685815876478
20190717,"20190717_36","tank.Ambient",29.1,16.869,7.81247855085173,25.0026999139944,685.452288185323,1839.04346107614,82.5025895323837,1946.54875052251,2043.04965,1.30091548761447
20190717,"20190717_8","tank.Moderate",29.06,16.853,7.15398696983035,123.739134980057,3390.01180496886,1996.49861734146,19.6307558269467,2139.86850814847,2044.959749,0.309557887088825
20190717,"20190717_H1_T1","tray.Elevated",29.22,17.357,7.28058947173575,87.0842110549936,2423.47041412973,1905.51795468195,25.6692448376095,2018.27141057455,1969.404391,0.405366980353241
20190717,"20190717_H1_T2","tray.Ambient",29.17,17.325,7.65905888399588,34.8208209519255,967.852389611357,1818.98319189843,58.4261328816857,1912.23014573204,1964.546537,0.922684640424099
20190717,"20190717_H1_T3","tray.Elevated",29.15,17.278,7.26035119805479,91.4261675424722,2537.45643580056,1904.57154009568,24.3706428299309,2020.36835046808,1965.232915,0.384822336925248
20190717,"20190717_H1_T4","tray.Ambient",29.17,17.252,7.64234029985576,36.6983031441847,1017.86221454264,1841.64020396327,56.7622634726201,1935.10077058008,1982.811687,0.896157181179481
20190717,"20190717_H1_T5","tray.Elevated",29.17,17.276,7.21177737099009,105.512828100868,2928.57587685566,1965.78231493693,22.5021288262295,2093.79727186403,2021.473445,0.355294132741885
20190717,"20190717_H1_T6","tray.Ambient",29.18,17.085,7.68025082808662,33.0830939115209,913.160952885802,1805.0558364838,60.3407430479084,1898.47967344323,1955.584719,0.952019841037266
20190717,"20190717_H1_T7","tray.Elevated",29.18,17.237,7.23114789360251,99.3952298364752,2755.78152623469,1934.78979810109,23.129236039785,2057.31426397735,1992.208371,0.365130465631896
20190717,"20190717_H1_T8","tray.Ambient",29.17,17.146,7.73179763634414,29.5035637075496,815.771799322455,1814.90794830142,68.4567813115734,1912.86829332054,1985.146499,1.0803517387416
20190723,"20190723_1","tank.Moderate",28.82,17.782,7.24886551220224,96.4450261981376,2711.41131957996,1971.54734231295,24.8296273811894,2092.82199589228,2032.808376,0.393221874266292
20190723,"20190723_19","tank.Severe",29.05,17.788,7.00111240721337,172.169009581835,4847.28427931287,1994.8561396407,14.2897024803328,2181.31485170287,2030.061482,0.226156231836702
20190723,"20190723_22","tank.Severe",28.98,17.757,6.99263768458272,176.176892671904,4953.761797662,1998.89586050003,13.9999203543006,2189.07267352624,2033.361935,0.221588614311466
20190723,"20190723_24","tank.Severe",29.04,17.785,6.98034333582113,181.086514438359,5097.63110053942,1999.84348252493,13.6513691999753,2194.58136616326,2033.450585,0.216057486315165
20190723,"20190723_3","tank.Moderate",28.99,17.814,7.25210896507843,95.3608711735637,2685.9273950232,1969.16685768062,25.1270182859786,2089.65474714017,2031.215656,0.397784937592623
20190723,"20190723_31","tank.Ambient",29.06,17.805,7.75276208470595,28.2547390011294,795.913476047813,1848.88753930186,74.8280845930881,1951.97036289607,2033.829187,1.18431257589543
20190723,"20190723_34","tank.Ambient",29.05,17.802,7.75278797596138,28.3940614610682,799.724607910898,1857.78308993333,75.164492210715,1961.34164360512,2043.380003,1.18965818975832
20190723,"20190723_36","tank.Ambient",29.04,17.786,7.75812285083858,27.8920813388955,785.178725961629,1846.63049364517,75.5711779277756,1950.09375291184,2033.403604,1.19605463790034
20190723,"20190723_8","tank.Moderate",29.03,17.778,7.25409003289563,94.9650995832157,2672.57690218144,1969.26559342318,25.234980208043,2089.46567321444,2031.593564,0.39938974105346
20190723,"20190723_H1_T1","tray.Elevated",29.19,18.835,7.20881147979689,102.204253661978,2967.5927842382,1958.05811202857,23.6273885702645,2083.88975426081,2016.437553,0.375372068327046
20190723,"20190723_H1_T2","tray.Ambient",29.14,18.212,7.54860265522253,45.4388223730973,1295.68070245671,1876.69230133625,48.3043205526157,1970.43544426196,1996.484283,0.765578998246078
20190723,"20190723_H1_T3","tray.Elevated",29.15,18.564,7.20892084214101,103.660145870132,2986.03387883025,1973.82707390089,23.5566632524398,2101.04388302346,2031.958253,0.373875960137037
20190723,"20190723_H1_T4","tray.Ambient",29.12,18.089,7.59110961427333,40.776802123545,1158.50363557127,1851.86054696918,52.2950342341283,1944.93238332686,1981.752928,0.828468239940465
20190723,"20190723_H1_T5","tray.Elevated",29.17,18.545,7.1779499628803,110.181031134625,3172.49917176977,1953.20991481058,21.7018243939769,2085.09277033919,2006.885106,0.344388742394007
20190723,"20190723_H1_T6","tray.Ambient",29.11,17.864,7.62236812483024,38.150967706778,1076.81763235661,1852.43651400059,55.7235907461959,1946.31107245357,1990.759809,0.882018071697169
