"N","Treatment","Salinity","Temperature","pH","CO2","pCO2","HCO3","CO3","DIC","TA","Aragonite.Sat","Calcite.Sat"
80,"tank.Ambient","29.1 ± 0.00928","18.2 ± 0.0423","7.71 ± 0.00498","31.4 ± 0.392","896 ± 10.7","1890 ± 2.91","71.2 ± 0.822","1990 ± 2.51","2060 ± 1.2","1.13 ± 0.0132","1.77 ± 0.0206"
