"datehour","Treatment","days","mean.temp","se.temp","mean.ph","se.ph"
"2019-04-19 00:00:00","AMBIENT_tray",0,13.6,0,7.9,0
"2019-04-19 00:00:00","MODERATE_conical",0,13.3,0,7.09,0.00730296743340222
"2019-04-19 00:00:00","MODERATE_tray",0,13.8333333333333,0.0210818510677891,7.20166666666667,0.00166666666666663
"2019-04-19 01:00:00","AMBIENT_tray",0,13.5833333333333,0.0166666666666666,7.9,0
"2019-04-19 01:00:00","MODERATE_conical",0,13.3,0,7.08,0.00365148371670103
"2019-04-19 01:00:00","MODERATE_tray",0,13.75,0.0223606797749982,7.20333333333333,0.00210818510677887
"2019-04-19 02:00:00","AMBIENT_tray",0,13.5166666666667,0.0166666666666666,7.89,0
"2019-04-19 02:00:00","MODERATE_conical",0,13.3,0,7.08,0.00365148371670103
"2019-04-19 02:00:00","MODERATE_tray",0,13.7,0,7.20666666666667,0.00210818510677887
"2019-04-19 03:00:00","AMBIENT_tray",0,13.5666666666667,0.0210818510677891,7.89,0
"2019-04-19 03:00:00","MODERATE_conical",0,13.3,0,7.08,0.00683130051063972
"2019-04-19 03:00:00","MODERATE_tray",0,13.7,0,7.20333333333333,0.00210818510677887
"2019-04-19 04:00:00","AMBIENT_tray",0,13.6,0,7.89,0
"2019-04-19 04:00:00","MODERATE_conical",0,13.3,0,7.09,0.00730296743340222
"2019-04-19 04:00:00","MODERATE_tray",0,13.7,0,7.2,0
"2019-04-19 05:00:00","AMBIENT_tray",0,13.6,0,7.88333333333333,0.00210818510677887
"2019-04-19 05:00:00","MODERATE_conical",0,13.3,0,7.08333333333333,0.00666666666666664
"2019-04-19 05:00:00","MODERATE_tray",0,13.6166666666667,0.0166666666666666,7.2,0
"2019-04-19 06:00:00","AMBIENT_tray",0,13.6,0,7.89,0
"2019-04-19 06:00:00","MODERATE_conical",0,13.3,0,7.07333333333333,0.00333333333333326
"2019-04-19 06:00:00","MODERATE_tray",0,13.6,0,7.2,0
"2019-04-19 07:00:00","AMBIENT_tray",0,13.6,0,7.89,0
"2019-04-19 07:00:00","MODERATE_conical",0,13.3,0,7.07333333333333,0.00333333333333326
"2019-04-19 07:00:00","MODERATE_tray",0,13.5166666666667,0.0166666666666666,7.2,0
"2019-04-19 08:00:00","AMBIENT_tray",0,13.6,0,7.89333333333333,0.00210818510677906
"2019-04-19 08:00:00","MODERATE_conical",0,13.3,0,7.08,0.00447213595499948
"2019-04-19 08:00:00","MODERATE_tray",0,13.4333333333333,0.0210818510677891,7.22333333333333,0.00614636297152864
"2019-04-19 09:00:00","AMBIENT_tray",0,13.6,0,7.905,0.00223606797749974
"2019-04-19 09:00:00","MODERATE_conical",0,13.3,0,7.08333333333333,0.00843274042711569
"2019-04-19 09:00:00","MODERATE_tray",0,13.45,0.0718795288428258,7.21333333333333,0.00210818510677887
"2019-04-19 10:00:00","AMBIENT_tray",0,13.6,0,7.90666666666667,0.00210818510677887
"2019-04-19 10:00:00","MODERATE_conical",0,13.3166666666667,0.0166666666666666,7.08,0.00683130051063972
"2019-04-19 10:00:00","MODERATE_tray",0,13.3166666666667,0.0166666666666666,7.20666666666667,0.00210818510677887
"2019-04-19 11:00:00","AMBIENT_tray",0,13.6,0,7.91666666666667,0.00210818510677887
"2019-04-19 11:00:00","MODERATE_conical",0,13.4,0,7.07833333333333,0.0065404722901162
"2019-04-19 11:00:00","MODERATE_tray",0,13.3166666666667,0.0166666666666666,7.22333333333333,0.00494413232473052
"2019-04-19 12:00:00","AMBIENT_tray",0,13.6,0,7.93333333333333,0.00210818510677906
"2019-04-19 12:00:00","MODERATE_conical",0,13.5,0,7.08166666666667,0.00401386485959735
"2019-04-19 12:00:00","MODERATE_tray",0,13.4,0,7.22666666666667,0.0066666666666667
"2019-04-19 13:00:00","AMBIENT_tray",0,13.6833333333333,0.0166666666666666,7.94,0
"2019-04-19 13:00:00","MODERATE_conical",0,13.5,0,7.075,0.00341565025531979
"2019-04-19 13:00:00","MODERATE_tray",0,13.4666666666667,0.0210818510677891,7.20833333333333,0.00307318148576423
"2019-04-19 14:00:00","AMBIENT_tray",0,13.7,0,7.94,0
"2019-04-19 14:00:00","MODERATE_conical",0,13.5,0,7.07333333333333,0.00421637021355784
"2019-04-19 14:00:00","MODERATE_tray",0,13.5,0,7.18833333333333,0.0054262735320333
"2019-04-19 15:00:00","AMBIENT_tray",0,13.7,0,7.94,0
"2019-04-19 15:00:00","MODERATE_conical",0,13.5,0,7.085,0.00806225774829856
"2019-04-19 15:00:00","MODERATE_tray",0,13.4333333333333,0.0210818510677891,7.18,0
"2019-04-19 16:00:00","AMBIENT_tray",0,13.7,0,7.94,0
"2019-04-19 16:00:00","MODERATE_conical",0,13.5,0,7.08333333333333,0.00714920352984246
"2019-04-19 16:00:00","MODERATE_tray",0,13.3833333333333,0.0166666666666666,7.18,0
"2019-04-19 17:00:00","AMBIENT_tray",0,13.7,0,7.94,0
"2019-04-19 17:00:00","MODERATE_conical",0,13.5,0,7.08,0.00365148371670103
"2019-04-19 17:00:00","MODERATE_tray",0,13.4,0,7.18,0
"2019-04-19 18:00:00","AMBIENT_tray",0,13.7,0,7.94,0
"2019-04-19 18:00:00","MODERATE_conical",0,13.5,0,7.07333333333333,0.00333333333333326
"2019-04-19 18:00:00","MODERATE_tray",0,13.4666666666667,0.0210818510677891,7.18,0
"2019-04-19 19:00:00","AMBIENT_tray",0,13.7,0,7.94,0
"2019-04-19 19:00:00","MODERATE_conical",0,13.5,0,7.09333333333333,0.00614636297152862
"2019-04-19 19:00:00","MODERATE_tray",0,13.5,0,7.18,0
"2019-04-19 20:00:00","AMBIENT_tray",0,13.7,0,7.94,0
"2019-04-19 20:00:00","MODERATE_conical",0,13.5,0,7.07333333333333,0.00333333333333326
"2019-04-19 20:00:00","MODERATE_tray",0,13.5,0,7.18,0
"2019-04-19 21:00:00","AMBIENT_tray",0,13.7,0,7.94,0
"2019-04-19 21:00:00","MODERATE_conical",0,13.5,0,7.07833333333333,0.00542627353203312
"2019-04-19 21:00:00","MODERATE_tray",0,13.5,0,7.18,0
"2019-04-19 22:00:00","AMBIENT_tray",0,13.7,0,7.94,0
"2019-04-19 22:00:00","MODERATE_conical",0,13.5,0,7.08333333333333,0.00614636297152859
"2019-04-19 22:00:00","MODERATE_tray",0,13.5,0,7.18,0
"2019-04-19 23:00:00","AMBIENT_tray",0,13.7,0,7.94,0
"2019-04-19 23:00:00","MODERATE_conical",0,13.5,0,7.075,0.00341565025531979
"2019-04-19 23:00:00","MODERATE_tray",0,13.5,0,7.18,0
"2019-04-20 00:00:00","AMBIENT_tray",1,13.7,0,7.94,0
"2019-04-20 00:00:00","MODERATE_conical",1,13.55,0.0223606797749978,7.07833333333333,0.00401386485959735
"2019-04-20 00:00:00","MODERATE_tray",1,13.5,0,7.18,0
"2019-04-20 01:00:00","AMBIENT_tray",1,13.7,0,7.935,0.00223606797749994
"2019-04-20 01:00:00","MODERATE_conical",1,13.6,0,7.075,0.00341565025531979
"2019-04-20 01:00:00","MODERATE_tray",1,13.5666666666667,0.0210818510677891,7.18,0
"2019-04-20 02:00:00","AMBIENT_tray",1,13.75,0.0223606797749982,7.93,0
"2019-04-20 02:00:00","MODERATE_conical",1,13.6,0,7.07833333333333,0.00542627353203322
"2019-04-20 02:00:00","MODERATE_tray",1,13.6,0,7.17166666666667,0.00166666666666663
"2019-04-20 03:00:00","AMBIENT_tray",1,13.7833333333333,0.0166666666666669,7.93,0
"2019-04-20 03:00:00","MODERATE_conical",1,13.6,0,7.07333333333333,0.00557773351022718
"2019-04-20 03:00:00","MODERATE_tray",1,13.7,0,7.17333333333333,0.00333333333333341
"2019-04-20 04:00:00","AMBIENT_tray",1,13.7,0,7.92666666666667,0.00210818510677887
"2019-04-20 04:00:00","MODERATE_conical",1,13.6,0,7.08333333333333,0.00666666666666664
"2019-04-20 04:00:00","MODERATE_tray",1,13.7,0,7.19,0
"2019-04-20 05:00:00","AMBIENT_tray",1,13.7,0,7.92,0
"2019-04-20 05:00:00","MODERATE_conical",1,13.6,0,7.07166666666667,0.00307318148576434
"2019-04-20 05:00:00","MODERATE_tray",1,13.6833333333333,0.0166666666666666,7.19,0
"2019-04-20 06:00:00","AMBIENT_tray",1,13.6666666666667,0.0210818510677891,7.92,0
"2019-04-20 06:00:00","MODERATE_conical",1,13.5833333333333,0.0166666666666666,7.08166666666667,0.00654047229011618
"2019-04-20 06:00:00","MODERATE_tray",1,13.6,0,7.19,0
"2019-04-20 07:00:00","AMBIENT_tray",1,13.6,0,7.91333333333333,0.00210818510677887
"2019-04-20 07:00:00","MODERATE_conical",1,13.5,0,7.07333333333333,0.00333333333333326
"2019-04-20 07:00:00","MODERATE_tray",1,13.6,0,7.19,0
