sample,mass,salinity,Sample.ID,Type, Notes
20190731_1,59.8517,29.13,1,tank,
20190731_3,59.9336,29.15,3,tank,
20190731_11,59.9037,29.11,11,tank,
20190731_14,59.8788,29.14,14,tank,
20190731_15,59.1979,29.11,15,tank,
20190731_16,59.2553,29.12,16,tank,
20190731_32,59.1669,29.2,32,tank,
20190731_35,59.7893,29.14,35,tank,
20190731_36,59.3593,29.13,36,tank,
