sample,mass,salinity,Sample.ID,Type, Notes
20190709_T2_tank,59.1802,28.99,T2_tank,tray,
20190709_T1_tank,59.7737,29.08,T1_tank,tray,
20190709_T2,59.9909,28.99,T2 ,tray,
20190709_T0,59.7342,29.01,T0,tray,
20190709_T1,59.1463,29.08,T1 ,tray,
