sample,mass,salinity,Sample.ID,Type, Notes
20190709_H1_T1,59.5845,29.08,H1_T1,tray,
20190709_H1_T2,59.424,28.99,H1_T2,tray,
20190709_H1_T3,59.797,29.02,H1_T3,tray,
20190709_H1_T4,59.9017,29.02,H1_T4,tray,
20190709_H1_T5,59.0448,29.04,H1_T5,tray,
20190709_H1_T6,59.8074,29.02,H1_T6,tray,
20190709_H1_T7,59.6623,29.07,H1_T7,tray,
20190709_H1_T8,59.7583,29.04,H1_T8,tray,
20190709_H2_T2,59.9635,29.06,H2_T2,tray,
