sample,mass,salinity,Sample.ID,Type, Notes
20190810_3,59.8656,29.36,3,tank,
20190810_10,59.8436,29.29,10,tank,
20190810_16,59.3393,29.34,16,tank,
20190810_21,59.9069,29.34,21,tank,
20190810_29,59.6389,29.29,29,tank,
20190810_33,59.6625,29.29,33,tank,
